Market Center,Commodity,State,Year,Month,Arrivals,Unit of Arrivals,Origin,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Banga,Carrot,Punjab,2011,February,5.1,Tonnes,NR,Other,300,321,300,Rs/Quintal
Banur,Carrot,Punjab,2011,February,0.3,Tonnes,NR,Other,200,500,400,Rs/Quintal
Bariwala,Carrot,Punjab,2011,February,0.2,Tonnes,NR,Other,400,400,400,Rs/Quintal
Bassi Pathana,Carrot,Punjab,2011,February,1.5,Tonnes,NR,Other,200,400,300,Rs/Quintal
Bhadaur,Carrot,Punjab,2011,February,0.1,Tonnes,NR,Other,200,200,200,Rs/Quintal
Bhawanigarh,Carrot,Punjab,2011,February,3.2,Tonnes,NR,Other,300,350,325,Rs/Quintal
Bhucho,Carrot,Punjab,2011,February,2,Tonnes,NR,Other,400,420,400,Rs/Quintal
Bilga,Carrot,Punjab,2011,February,0.3,Tonnes,NR,Other,300,400,400,Rs/Quintal
Budalada,Carrot,Punjab,2011,February,2,Tonnes,NR,Other,300,350,320,Rs/Quintal
Chamkaur Sahib,Carrot,Punjab,2011,February,0.5,Tonnes,NR,Other,400,500,450,Rs/Quintal
Dera Bassi,Carrot,Punjab,2011,February,0.6,Tonnes,NR,Other,300,500,400,Rs/Quintal
Dhanaula,Carrot,Punjab,2011,February,0.09,Tonnes,NR,Other,400,600,500,Rs/Quintal
Dharamkot,Carrot,Punjab,2011,February,1.59,Tonnes,NR,Other,300,NR,NR,Rs/Quintal
Doraha,Carrot,Punjab,2011,February,1,Tonnes,NR,Other,400,400,400,Rs/Quintal
F.G.Churian,Carrot,Punjab,2011,February,0.43,Tonnes,NR,Other,100,200,150,Rs/Quintal
Fazilka,Carrot,Punjab,2011,February,2,Tonnes,NR,Other,300,400,350,Rs/Quintal
Fazilka (Ladhuka),Carrot,Punjab,2011,February,0.11,Tonnes,NR,Other,350,370,350,Rs/Quintal
Gehri,Carrot,Punjab,2011,February,0.3,Tonnes,NR,Other,400,400,400,Rs/Quintal
Giddarbaha,Carrot,Punjab,2011,February,1.5,Tonnes,NR,Carrot,300,350,325,Rs/Quintal
Goraya,Carrot,Punjab,2011,February,1,Tonnes,NR,Other,600,600,600,Rs/Quintal
Gurdaspur,Carrot,Punjab,2011,February,1.5,Tonnes,NR,Other,600,700,650,Rs/Quintal
Guru Har Sahai,Carrot,Punjab,2011,February,0.8,Tonnes,NR,Carrot,200,400,300,Rs/Quintal
Hoshiarpur,Carrot,Punjab,2011,February,20,Tonnes,NR,Other,200,350,275,Rs/Quintal
Jalandhar City,Carrot,Punjab,2011,February,76.7,Tonnes,NR,Other,350,500,450,Rs/Quintal
Khamano,Carrot,Punjab,2011,February,0.2,Tonnes,NR,Other,450,450,450,Rs/Quintal
Khanauri,Carrot,Punjab,2011,February,0.3,Tonnes,NR,Other,300,400,350,Rs/Quintal
Khanna,Carrot,Punjab,2011,February,10.2,Tonnes,NR,Other,200,400,300,Rs/Quintal
Kharar,Carrot,Punjab,2011,February,24,Tonnes,NR,Other,400,550,450,Rs/Quintal
Kot ise Khan,Carrot,Punjab,2011,February,0.04,Tonnes,NR,Other,1000,1050,1025,Rs/Quintal
Kotkapura,Carrot,Punjab,2011,February,7,Tonnes,NR,Carrot,200,500,300,Rs/Quintal
Kurali,Carrot,Punjab,2011,February,1,Tonnes,NR,Other,300,400,350,Rs/Quintal
Lehra Gaga,Carrot,Punjab,2011,February,2.5,Tonnes,NR,Other,280,280,280,Rs/Quintal
Lohian Khas,Carrot,Punjab,2011,February,0.6,Tonnes,NR,Other,200,400,300,Rs/Quintal
Ludhiana,Carrot,Punjab,2011,February,86,Tonnes,NR,Other,250,500,375,Rs/Quintal
Machhiwara,Carrot,Punjab,2011,February,1.45,Tonnes,NR,Other,250,300,250,Rs/Quintal
Malout,Carrot,Punjab,2011,February,1,Tonnes,NR,Other,250,400,300,Rs/Quintal
Moonak,Carrot,Punjab,2011,February,0.52,Tonnes,NR,Other,300,400,350,Rs/Quintal
Morinda,Carrot,Punjab,2011,February,1.3,Tonnes,NR,Other,350,450,400,Rs/Quintal
Mukerian,Carrot,Punjab,2011,February,0.6,Tonnes,NR,Carrot,400,600,555,Rs/Quintal
Mukerian(Talwara),Carrot,Punjab,2011,February,0.29,Tonnes,NR,Carrot,400,600,485,Rs/Quintal
Nawan Shahar(Mandi Aur),Carrot,Punjab,2011,February,0.04,Tonnes,NR,Other,230,230,230,Rs/Quintal
Nawan Shahar(MandiRaho),Carrot,Punjab,2011,February,0.08,Tonnes,NR,Other,300,300,300,Rs/Quintal
Nawan Shahar(Subzi Mandi),Carrot,Punjab,2011,February,3.5,Tonnes,NR,Other,200,300,240,Rs/Quintal
Noor Mehal,Carrot,Punjab,2011,February,0.7,Tonnes,NR,Other,100,200,150,Rs/Quintal
Pathankot,Carrot,Punjab,2011,February,15,Tonnes,NR,Other,300,400,325,Rs/Quintal
Patiala,Carrot,Punjab,2011,February,36,Tonnes,NR,Other,300,350,350,Rs/Quintal
Patti,Carrot,Punjab,2011,February,1,Tonnes,NR,Other,100,300,250,Rs/Quintal
Phillaur,Carrot,Punjab,2011,February,0.2,Tonnes,NR,Other,700,700,700,Rs/Quintal
Phillaur(Apra Mandi),Carrot,Punjab,2011,February,0.4,Tonnes,NR,Other,400,400,400,Rs/Quintal
Raikot,Carrot,Punjab,2011,February,1,Tonnes,NR,Other,300,400,350,Rs/Quintal
Raman,Carrot,Punjab,2011,February,0.3,Tonnes,NR,Other,350,400,375,Rs/Quintal
Ropar,Carrot,Punjab,2011,February,1.8,Tonnes,NR,Other,300,400,350,Rs/Quintal
Sahnewal,Carrot,Punjab,2011,February,0.2,Tonnes,NR,Other,500,500,500,Rs/Quintal
Samana,Carrot,Punjab,2011,February,0.8,Tonnes,NR,Carrot,250,400,325,Rs/Quintal
Sangrur,Carrot,Punjab,2011,February,5.6,Tonnes,NR,Carrot,300,350,350,Rs/Quintal
Shahkot,Carrot,Punjab,2011,February,1.3,Tonnes,NR,Other,400,600,500,Rs/Quintal
Sirhind,Carrot,Punjab,2011,February,1.2,Tonnes,NR,Other,400,600,500,Rs/Quintal
Sultanpur,Carrot,Punjab,2011,February,0.7,Tonnes,NR,Other,350,350,350,Rs/Quintal
Talwandi Bhai,Carrot,Punjab,2011,February,0.2,Tonnes,NR,Carrot,400,400,400,Rs/Quintal
Tanda Urmur,Carrot,Punjab,2011,February,2.5,Tonnes,NR,Other,200,500,400,Rs/Quintal
Zira,Carrot,Punjab,2011,February,0.1,Tonnes,NR,Other,100,300,200,Rs/Quintal
Ajmer(F&V),Carrot,Rajasthan,2011,February,25.1,Tonnes,NR,Other,200,650,550,Rs/Quintal
Alwar(FV),Carrot,Rajasthan,2011,February,13.9,Tonnes,NR,Other,300,400,350,Rs/Quintal
Bikaner(F&V),Carrot,Rajasthan,2011,February,17.1,Tonnes,NR,Other,250,350,300,Rs/Quintal
Chittorgarh,Carrot,Rajasthan,2011,February,3,Tonnes,NR,Other,200,400,300,Rs/Quintal
Jodhpur(F&V)(Paota),Carrot,Rajasthan,2011,February,45.6,Tonnes,NR,Other,200,600,400,Rs/Quintal
Kota (FV),Carrot,Rajasthan,2011,February,19.5,Tonnes,NR,Other,200,300,250,Rs/Quintal
Sriganganagar(F&V),Carrot,Rajasthan,2011,February,60,Tonnes,NR,Other,200,400,300,Rs/Quintal
Katpadi(Uzhavar Santhai),Carrot,Tamil Nadu,2011,February,0.2,Tonnes,NR,Other,1200,1200,1200,Rs/Quintal
Anoop Shahar,Carrot,Uttar Pradesh,2011,February,5.5,Tonnes,NR,Other,190,210,200,Rs/Quintal
Bangarmau,Carrot,Uttar Pradesh,2011,February,0.6,Tonnes,NR,Other,NR,NR,375,Rs/Quintal
Devband,Carrot,Uttar Pradesh,2011,February,4.5,Tonnes,NR,Other,190,260,230,Rs/Quintal
Divai,Carrot,Uttar Pradesh,2011,February,2,Tonnes,NR,Other,200,240,220,Rs/Quintal
Fatehpur Sikri,Carrot,Uttar Pradesh,2011,February,3.4,Tonnes,NR,Other,350,430,400,Rs/Quintal
Gulavati,Carrot,Uttar Pradesh,2011,February,1,Tonnes,NR,Carrot,NR,400,300,Rs/Quintal
Haldaur,Carrot,Uttar Pradesh,2011,February,1,Tonnes,NR,Other,NR,NR,380,Rs/Quintal
Jhansi,Carrot,Uttar Pradesh,2011,February,16,Tonnes,NR,Other,NR,NR,475,Rs/Quintal
Khatauli,Carrot,Uttar Pradesh,2011,February,0.8,Tonnes,NR,Other,150,160,150,Rs/Quintal
Khurja,Carrot,Uttar Pradesh,2011,February,8,Tonnes,NR,Other,200,250,230,Rs/Quintal
Kiratpur,Carrot,Uttar Pradesh,2011,February,2.5,Tonnes,NR,Other,NR,NR,340,Rs/Quintal
Konch,Carrot,Uttar Pradesh,2011,February,0.5,Tonnes,NR,Other,NR,NR,450,Rs/Quintal
Muzzafarnagar,Carrot,Uttar Pradesh,2011,February,29,Tonnes,NR,Other,150,200,170,Rs/Quintal
Nagina,Carrot,Uttar Pradesh,2011,February,1.2,Tonnes,NR,Other,NR,NR,440,Rs/Quintal
Najibabad,Carrot,Uttar Pradesh,2011,February,1.5,Tonnes,NR,Other,NR,NR,250,Rs/Quintal
Pilibhit,Carrot,Uttar Pradesh,2011,February,13,Tonnes,NR,Carrot,NR,NR,275,Rs/Quintal
Sambhal,Carrot,Uttar Pradesh,2011,February,0.8,Tonnes,NR,Carrot,NR,NR,200,Rs/Quintal
Sikanderabad,Carrot,Uttar Pradesh,2011,February,4,Tonnes,NR,Other,200,240,211,Rs/Quintal
Sikarpur,Carrot,Uttar Pradesh,2011,February,2.4,Tonnes,NR,Other,240,360,320,Rs/Quintal
Sultanpur,Carrot,Uttar Pradesh,2011,February,5,Tonnes,NR,Other,450,500,475,Rs/Quintal
Tanda(Rampur),Carrot,Uttar Pradesh,2011,February,0.4,Tonnes,NR,Other,NR,NR,215,Rs/Quintal
Kotadwara,Carrot,Uttrakhand,2011,February,2.5,Tonnes,NR,Carrot,250,500,450,Rs/Quintal
Baruipur(Canning),Carrot,West Bengal,2011,February,4.5,Tonnes,NR,Carrot,700,800,800,Rs/Quintal
Coochbehar,Carrot,West Bengal,2011,February,2.5,Tonnes,NR,Carrot,450,600,525,Rs/Quintal
Diamond Harbour,Carrot,West Bengal,2011,February,5.2,Tonnes,NR,Carrot,500,600,500,Rs/Quintal
Sealdah Koley Market,Carrot,West Bengal,2011,February,35.2,Tonnes,NR,Other,1000,1200,1000,Rs/Quintal
Kovvur,Cauliflower,Andhra Pradesh,2011,February,8,Tonnes,NR,Cauliflower,600,800,700,Rs/Quintal
Bongiagaon,Cauliflower,Assam,2011,February,1.5,Tonnes,NR,Local,200,250,200,Rs/Quintal
Cachar,Cauliflower,Assam,2011,February,37,Tonnes,NR,Cauliflower,300,500,400,Rs/Quintal
Hailakandi,Cauliflower,Assam,2011,February,13,Tonnes,NR,Other,300,500,400,Rs/Quintal
Kharupetia,Cauliflower,Assam,2011,February,33,Tonnes,NR,Local,200,300,250,Rs/Quintal
Lanka,Cauliflower,Assam,2011,February,3,Tonnes,NR,Other,450,550,500,Rs/Quintal
P.O. Uparhali Guwahati,Cauliflower,Assam,2011,February,4.2,Tonnes,NR,Cauliflower,350,600,500,Rs/Quintal
P.O. Uparhali Guwahati,Cauliflower,Assam,2011,February,,,NR,Other,350,600,500,Rs/Quintal
Ahmedabad,Cauliflower,Gujarat,2011,February,230.4,Tonnes,NR,Other,100,300,250,Rs/Quintal
Ankleshwar,Cauliflower,Gujarat,2011,February,NR,Tonnes,NR,Other,250,400,325,Rs/Quintal
Bilimora,Cauliflower,Gujarat,2011,February,6.4,Tonnes,NR,Other,300,600,450,Rs/Quintal
Botad,Cauliflower,Gujarat,2011,February,7.8,Tonnes,NR,Other,200,350,275,Rs/Quintal
Dahod(Veg. Market),Cauliflower,Gujarat,2011,February,5,Tonnes,NR,Other,250,600,400,Rs/Quintal
Deesa(Deesa Veg Yard),Cauliflower,Gujarat,2011,February,11.7,Tonnes,NR,Other,150,250,200,Rs/Quintal
Dhari,Cauliflower,Gujarat,2011,February,0.4,Tonnes,NR,Cauliflower,300,625,375,Rs/Quintal
Dholka,Cauliflower,Gujarat,2011,February,2,Tonnes,NR,Other,100,125,110,Rs/Quintal
Mansa(Manas Veg Yard),Cauliflower,Gujarat,2011,February,1.4,Tonnes,NR,Other,125,300,250,Rs/Quintal
"Mehmadabad(Veg ,market)",Cauliflower,Gujarat,2011,February,NR,Tonnes,NR,Other,200,400,300,Rs/Quintal
Mehsana(Mehsana Veg),Cauliflower,Gujarat,2011,February,79.5,Tonnes,NR,Cauliflower,75,500,325,Rs/Quintal
S.Mandvi,Cauliflower,Gujarat,2011,February,0.22,Tonnes,NR,Other,620,1000,810,Rs/Quintal
Talalagir,Cauliflower,Gujarat,2011,February,0.38,Tonnes,NR,Other,900,920,910,Rs/Quintal
Vadhvan,Cauliflower,Gujarat,2011,February,10.2,Tonnes,NR,Cauliflower,200,500,350,Rs/Quintal
Vadodara(Sayajipura),Cauliflower,Gujarat,2011,February,38.7,Tonnes,NR,Other,150,200,175,Rs/Quintal
Asandh,Cauliflower,Haryana,2011,February,2.8,Tonnes,NR,Other,280,350,300,Rs/Quintal
Ballabhgarh,Cauliflower,Haryana,2011,February,7.5,Tonnes,NR,Other,200,300,250,Rs/Quintal
Barara,Cauliflower,Haryana,2011,February,0.6,Tonnes,NR,Other,250,325,325,Rs/Quintal
Barwala(Hisar),Cauliflower,Haryana,2011,February,1,Tonnes,NR,Cauliflower,250,300,250,Rs/Quintal
Bhuna,Cauliflower,Haryana,2011,February,0.9,Tonnes,NR,Other,200,250,250,Rs/Quintal
Ch. Dadri,Cauliflower,Haryana,2011,February,48,Tonnes,NR,Other,200,250,225,Rs/Quintal
Faridabad,Cauliflower,Haryana,2011,February,2.71,Tonnes,NR,Other,150,400,NR,Rs/Quintal
Fatehabad,Cauliflower,Haryana,2011,February,3.6,Tonnes,NR,Other,300,400,400,Rs/Quintal
Ganaur,Cauliflower,Haryana,2011,February,1.4,Tonnes,NR,Other,200,700,NR,Rs/Quintal
Gohana,Cauliflower,Haryana,2011,February,4.8,Tonnes,NR,Other,200,300,NR,Rs/Quintal
Iamailabad,Cauliflower,Haryana,2011,February,5,Tonnes,NR,Other,150,230,NR,Rs/Quintal
Indri,Cauliflower,Haryana,2011,February,1.1,Tonnes,NR,Other,100,200,150,Rs/Quintal
Jagadhri,Cauliflower,Haryana,2011,February,1.3,Tonnes,NR,Other,100,200,200,Rs/Quintal
kalanwali,Cauliflower,Haryana,2011,February,0.6,Tonnes,NR,Other,200,250,250,Rs/Quintal
Khanina,Cauliflower,Haryana,2011,February,0.1,Tonnes,NR,Other,400,NR,NR,Rs/Quintal
Mustafabad,Cauliflower,Haryana,2011,February,0.6,Tonnes,NR,Other,100,300,200,Rs/Quintal
Naraingarh,Cauliflower,Haryana,2011,February,5.45,Tonnes,NR,Other,100,200,150,Rs/Quintal
Palwal,Cauliflower,Haryana,2011,February,83,Tonnes,NR,Other,125,200,163,Rs/Quintal
Radaur,Cauliflower,Haryana,2011,February,2,Tonnes,NR,Other,90,120,100,Rs/Quintal
Sadhaura,Cauliflower,Haryana,2011,February,8.9,Tonnes,NR,Other,100,100,100,Rs/Quintal
Shahabad,Cauliflower,Haryana,2011,February,6,Tonnes,NR,Other,50,200,125,Rs/Quintal
Shahzadpur,Cauliflower,Haryana,2011,February,0.4,Tonnes,NR,Other,300,375,310,Rs/Quintal
Tohana,Cauliflower,Haryana,2011,February,1.5,Tonnes,NR,Other,300,300,NR,Rs/Quintal
Uklana,Cauliflower,Haryana,2011,February,0.3,Tonnes,NR,Cauliflower,200,200,200,Rs/Quintal
Yamuna Nagar,Cauliflower,Haryana,2011,February,207,Tonnes,NR,Other,50,150,150,Rs/Quintal
Bhuntar,Cauliflower,Himachal Pradesh,2011,February,NR,Tonnes,NR,Other,100,500,300,Rs/Quintal
Bilaspur,Cauliflower,Himachal Pradesh,2011,February,0.9,Tonnes,NR,Other,200,500,350,Rs/Quintal
Chail Chowk,Cauliflower,Himachal Pradesh,2011,February,0.4,Tonnes,NR,Other,300,400,300,Rs/Quintal
Chamba,Cauliflower,Himachal Pradesh,2011,February,1.5,Tonnes,NR,Cauliflower,400,600,500,Rs/Quintal
Dhanotu (Mandi),Cauliflower,Himachal Pradesh,2011,February,6.3,Tonnes,NR,Other,200,300,300,Rs/Quintal
Hamirpur,Cauliflower,Himachal Pradesh,2011,February,4.59,Tonnes,NR,Other,300,400,350,Rs/Quintal
Hamirpur(Nadaun),Cauliflower,Himachal Pradesh,2011,February,2.5,Tonnes,NR,Other,300,400,350,Rs/Quintal
Kangra,Cauliflower,Himachal Pradesh,2011,February,4,Tonnes,NR,Cauliflower,200,500,350,Rs/Quintal
Kangra(Baijnath),Cauliflower,Himachal Pradesh,2011,February,2.5,Tonnes,NR,Cauliflower,400,500,450,Rs/Quintal
Kangra(Jaisinghpur),Cauliflower,Himachal Pradesh,2011,February,0.6,Tonnes,NR,Cauliflower,200,300,250,Rs/Quintal
Kangra(Jassour),Cauliflower,Himachal Pradesh,2011,February,8,Tonnes,NR,Cauliflower,200,300,250,Rs/Quintal
Kangra(Nagrota Bagwan),Cauliflower,Himachal Pradesh,2011,February,1,Tonnes,NR,Other,400,500,450,Rs/Quintal
Kullu,Cauliflower,Himachal Pradesh,2011,February,0.8,Tonnes,NR,Other,200,400,300,Rs/Quintal
Mandi(Mandi),Cauliflower,Himachal Pradesh,2011,February,5.4,Tonnes,NR,Other,200,300,200,Rs/Quintal
Mandi(Takoli),Cauliflower,Himachal Pradesh,2011,February,1.9,Tonnes,NR,Other,200,300,200,Rs/Quintal
Palampur,Cauliflower,Himachal Pradesh,2011,February,4,Tonnes,NR,Cauliflower,200,400,300,Rs/Quintal
Paonta Sahib,Cauliflower,Himachal Pradesh,2011,February,0.5,Tonnes,NR,Other,800,800,800,Rs/Quintal
Santoshgarh,Cauliflower,Himachal Pradesh,2011,February,7.5,Tonnes,NR,Other,250,400,375,Rs/Quintal
Solan,Cauliflower,Himachal Pradesh,2011,February,7.9,Tonnes,NR,Other,200,600,400,Rs/Quintal
Solan(Nalagarh),Cauliflower,Himachal Pradesh,2011,February,0.3,Tonnes,NR,Other,300,500,400,Rs/Quintal
Una,Cauliflower,Himachal Pradesh,2011,February,9.5,Tonnes,NR,Other,200,400,300,Rs/Quintal
Reasi,Cauliflower,Jammu and Kashmir,2011,February,3.7,Tonnes,NR,Other,450,600,525,Rs/Quintal
Gadhwah,Cauliflower,Jharkhand,2011,February,2,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Giridih,Cauliflower,Jharkhand,2011,February,2,Tonnes,NR,Cauliflower,900,1000,1000,Rs/Quintal
Lohardaga,Cauliflower,Jharkhand,2011,February,NR,Tonnes,NR,Other,800,900,850,Rs/Quintal
Sahebganj,Cauliflower,Jharkhand,2011,February,NR,Tonnes,NR,Local,1100,1300,1200,Rs/Quintal
Saraikela,Cauliflower,Jharkhand,2011,February,7,Tonnes,NR,Cauliflower,600,800,600,Rs/Quintal
Simdega,Cauliflower,Jharkhand,2011,February,0.2,Tonnes,NR,Other,NR,NR,1300,Rs/Quintal
"Binny Mill (F&V), Bangalore",Cauliflower,Karnataka,2011,February,5,Tonnes,NR,Cauliflower,800,1000,900,Rs/Quintal
Chickkaballapura,Cauliflower,Karnataka,2011,February,10,Tonnes,NR,Cauliflower,300,500,400,Rs/Quintal
Kolar,Cauliflower,Karnataka,2011,February,1,Tonnes,NR,Local,600,950,840,Rs/Quintal
Mysore (Bandipalya),Cauliflower,Karnataka,2011,February,10,Tonnes,NR,Local,800,1000,900,Rs/Quintal
Alappuzha,Cauliflower,Kerala,2011,February,1,Tonnes,NR,Other,1800,2000,1800,Rs/Quintal
Cherthala,Cauliflower,Kerala,2011,February,0.35,Tonnes,NR,Other,1800,2000,1800,Rs/Quintal
Ernakulam,Cauliflower,Kerala,2011,February,2,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Kollam,Cauliflower,Kerala,2011,February,0.2,Tonnes,NR,Other,2300,2500,2400,Rs/Quintal
Kondotty,Cauliflower,Kerala,2011,February,NR,Tonnes,NR,Other,1400,1800,1500,Rs/Quintal
Moovattupuzha,Cauliflower,Kerala,2011,February,1,Tonnes,NR,Other,1800,2200,1850,Rs/Quintal
Perumbavoor,Cauliflower,Kerala,2011,February,0.5,Tonnes,NR,Cauliflower,1800,1800,1800,Rs/Quintal
A lot,Cauliflower,Madhya Pradesh,2011,February,10,Tonnes,NR,Other,2000,2500,2400,Rs/Quintal
Chhindwara,Cauliflower,Madhya Pradesh,2011,February,17.7,Tonnes,NR,Other,500,700,600,Rs/Quintal
Haatpipliya,Cauliflower,Madhya Pradesh,2011,February,0.17,Tonnes,NR,Cauliflower,250,400,300,Rs/Quintal
Lashkar,Cauliflower,Madhya Pradesh,2011,February,5.7,Tonnes,NR,Cauliflower,100,200,150,Rs/Quintal
Sheopurkalan,Cauliflower,Madhya Pradesh,2011,February,0.4,Tonnes,NR,Other,300,300,300,Rs/Quintal
Ahmednagar,Cauliflower,Maharashtra,2011,February,22.1,Tonnes,NR,Other,150,1000,570,Rs/Quintal
Aurangabad,Cauliflower,Maharashtra,2011,February,7,Tonnes,NR,Other,300,400,350,Rs/Quintal
Jalgaon,Cauliflower,Maharashtra,2011,February,2,Tonnes,NR,Other,400,600,500,Rs/Quintal
Junnar(Otur),Cauliflower,Maharashtra,2011,February,196.5,Tonnes,NR,Other,100,150,120,Rs/Quintal
Kolhapur,Cauliflower,Maharashtra,2011,February,15.9,Tonnes,NR,Other,350,800,625,Rs/Quintal
Mumbai,Cauliflower,Maharashtra,2011,February,165,Tonnes,NR,Other,300,500,400,Rs/Quintal
Nagpur(Mahatma Phule Market),Cauliflower,Maharashtra,2011,February,10,Tonnes,NR,Other,200,300,250,Rs/Quintal
Nasik,Cauliflower,Maharashtra,2011,February,45,Tonnes,NR,Other,140,250,195,Rs/Quintal
Parbhani,Cauliflower,Maharashtra,2011,February,5,Tonnes,NR,Other,200,300,250,Rs/Quintal
Patan,Cauliflower,Maharashtra,2011,February,3.7,Tonnes,NR,Other,500,600,550,Rs/Quintal
Pune,Cauliflower,Maharashtra,2011,February,102.6,Tonnes,NR,Other,150,500,320,Rs/Quintal
Pune(Hadapsar),Cauliflower,Maharashtra,2011,February,15.5,Tonnes,NR,Other,100,600,350,Rs/Quintal
Pune(Khadiki),Cauliflower,Maharashtra,2011,February,7.2,Tonnes,NR,Other,200,500,350,Rs/Quintal
Satara,Cauliflower,Maharashtra,2011,February,2.2,Tonnes,NR,Other,400,700,550,Rs/Quintal
Solapur,Cauliflower,Maharashtra,2011,February,865.4,Tonnes,NR,Other,150,1600,400,Rs/Quintal
Vadgaonpeth,Cauliflower,Maharashtra,2011,February,4.3,Tonnes,NR,Other,100,120,110,Rs/Quintal
Azadpur,Cauliflower,NCT of Delhi,2011,February,192,Tonnes,NR,Other,100,200,150,Rs/Quintal
Keshopur,Cauliflower,NCT of Delhi,2011,February,84.84,Tonnes,NR,Other,200,600,400,Rs/Quintal
Shahdara,Cauliflower,NCT of Delhi,2011,February,33.8,Tonnes,NR,Cauliflower,400,600,500,Rs/Quintal
Angul,Cauliflower,Orissa,2011,February,2.8,Tonnes,NR,Other,600,800,700,Rs/Quintal
Angul(Jarapada),Cauliflower,Orissa,2011,February,3.8,Tonnes,NR,Other,500,700,600,Rs/Quintal
Attabira,Cauliflower,Orissa,2011,February,4,Tonnes,NR,Other,600,800,600,Rs/Quintal
Balugaon,Cauliflower,Orissa,2011,February,2.5,Tonnes,NR,Other,700,800,750,Rs/Quintal
Baripada,Cauliflower,Orissa,2011,February,0.9,Tonnes,NR,Cauliflower,900,1100,1000,Rs/Quintal
Bhadrak,Cauliflower,Orissa,2011,February,14,Tonnes,NR,Other,600,1100,1000,Rs/Quintal
Bhawanipatna,Cauliflower,Orissa,2011,February,7.5,Tonnes,NR,Other,700,800,800,Rs/Quintal
Boudh,Cauliflower,Orissa,2011,February,4,Tonnes,"Orissa,Boudh",Other,700,800,800,Rs/Quintal
Deogarh,Cauliflower,Orissa,2011,February,2.4,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Jajpur,Cauliflower,Orissa,2011,February,2.3,Tonnes,NR,Cauliflower,700,800,800,Rs/Quintal
Jaleswar,Cauliflower,Orissa,2011,February,2.5,Tonnes,NR,Other,350,500,400,Rs/Quintal
Kantabaji,Cauliflower,Orissa,2011,February,0.03,Tonnes,NR,Other,800,800,800,Rs/Quintal
Kasinagar,Cauliflower,Orissa,2011,February,6,Tonnes,NR,Cauliflower,600,800,800,Rs/Quintal
Keonjhar,Cauliflower,Orissa,2011,February,0.6,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Keonjhar(Jhumpura),Cauliflower,Orissa,2011,February,7,Tonnes,NR,Other,600,700,650,Rs/Quintal
Khunthabandha,Cauliflower,Orissa,2011,February,5,Tonnes,NR,Other,700,800,700,Rs/Quintal
Malkanagiri,Cauliflower,Orissa,2011,February,0.67,Tonnes,NR,Other,950,1000,980,Rs/Quintal
Padampur,Cauliflower,Orissa,2011,February,10,Tonnes,NR,Other,600,700,600,Rs/Quintal
Parlakhemundi,Cauliflower,Orissa,2011,February,5,Tonnes,NR,Cauliflower,600,800,800,Rs/Quintal
Sargipali,Cauliflower,Orissa,2011,February,5,Tonnes,NR,Other,700,900,800,Rs/Quintal
Sohela,Cauliflower,Orissa,2011,February,20,Tonnes,NR,Other,600,700,600,Rs/Quintal
Udala,Cauliflower,Orissa,2011,February,6,Tonnes,NR,Other,500,510,500,Rs/Quintal
Abohar,Cauliflower,Punjab,2011,February,NR,Tonnes,NR,Other,300,500,400,Rs/Quintal
Adampur,Cauliflower,Punjab,2011,February,3.9,Tonnes,NR,Cauliflower,200,200,200,Rs/Quintal
Ahmedgarh,Cauliflower,Punjab,2011,February,0.3,Tonnes,NR,Other,200,300,NR,Rs/Quintal
Ajnala,Cauliflower,Punjab,2011,February,0.4,Tonnes,NR,Cauliflower,500,500,500,Rs/Quintal
Amritsar(Amritsar Mewa Mandi),Cauliflower,Punjab,2011,February,4.5,Tonnes,NR,Other,100,200,150,Rs/Quintal
Anandpur Sahib,Cauliflower,Punjab,2011,February,9,Tonnes,NR,Cauliflower,400,500,450,Rs/Quintal
Banga,Cauliflower,Punjab,2011,February,5.9,Tonnes,NR,Other,200,213,200,Rs/Quintal
Banur,Cauliflower,Punjab,2011,February,0.6,Tonnes,NR,Other,300,350,300,Rs/Quintal
Bariwala,Cauliflower,Punjab,2011,February,0.1,Tonnes,NR,Other,200,200,200,Rs/Quintal
Bassi Pathana,Cauliflower,Punjab,2011,February,3.5,Tonnes,NR,Other,200,300,250,Rs/Quintal
Bhadaur,Cauliflower,Punjab,2011,February,0.3,Tonnes,NR,Local,200,300,250,Rs/Quintal
Bhawanigarh,Cauliflower,Punjab,2011,February,1.5,Tonnes,NR,Other,300,400,350,Rs/Quintal
Bhogpur,Cauliflower,Punjab,2011,February,1,Tonnes,NR,Cauliflower,300,500,400,Rs/Quintal
Bhucho,Cauliflower,Punjab,2011,February,2,Tonnes,NR,Other,350,400,350,Rs/Quintal
Budalada,Cauliflower,Punjab,2011,February,1.5,Tonnes,NR,Other,300,400,350,Rs/Quintal
Chamkaur Sahib,Cauliflower,Punjab,2011,February,0.8,Tonnes,NR,Other,200,300,250,Rs/Quintal
Chogawan,Cauliflower,Punjab,2011,February,0.15,Tonnes,NR,Other,400,600,500,Rs/Quintal
Dhanaula,Cauliflower,Punjab,2011,February,0.38,Tonnes,NR,Other,100,300,200,Rs/Quintal
