Market Center,State,Commodity,Year,Month,Arrivals,Unit of Arrivals,Origin,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Kallachi,Kerala,Amaranthus,2012,February,0.4,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Kasargod,Kerala,Amaranthus,2012,February,2,Tonnes,NR,Other,1000,1025,1000,Rs/Quintal
Palakkad,Kerala,Amaranthus,2012,February,1,Tonnes,NR,Amaranthus,800,1000,900,Rs/Quintal
Parakkodu,Kerala,Amaranthus,2012,February,0.5,Tonnes,NR,Other,1100,1500,1300,Rs/Quintal
Pattambi,Kerala,Amaranthus,2012,February,2,Tonnes,NR,Amaranthus,1200,1500,1350,Rs/Quintal
Pattambi,Kerala,Amaranthus,2012,February,,,NR,Other,1200,1500,1350,Rs/Quintal
Ahmedabad,Gujarat,Amla,2012,February,19.8,Tonnes,NR,Other,300,900,600,Rs/Quintal
Guru Har Sahai,Punjab,Amla,2012,February,0.1,Tonnes,NR,Amla,1500,1500,1500,Rs/Quintal
Chittorgarh,Rajasthan,Amla,2012,February,0.5,Tonnes,NR,Other,700,1100,900,Rs/Quintal
Jalore,Rajasthan,Amla,2012,February,0.35,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Katpadi(Uzhavar Santhai),Tamil Nadu,Amla,2012,February,0.01,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Jhansi,Uttar Pradesh,Amla,2012,February,0.5,Tonnes,NR,Other,NR,NR,1000,Rs/Quintal
Kallachi,Kerala,Amphophalus,2012,February,0.7,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Adampur,Punjab,Amphophalus,2012,February,0.1,Tonnes,NR,Other,1400,1500,1500,Rs/Quintal
Nawan Shahar(Subzi Mandi),Punjab,Amphophalus,2012,February,0.3,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Ezhamkulam,Kerala,Ashgourd,2012,February,3,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Kallachi,Kerala,Ashgourd,2012,February,0.65,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Palakkad,Kerala,Ashgourd,2012,February,18,Tonnes,NR,Ashgourd,800,1000,900,Rs/Quintal
Parakkodu,Kerala,Ashgourd,2012,February,2,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Pattambi,Kerala,Ashgourd,2012,February,3,Tonnes,NR,Ashgourd,1200,1500,1350,Rs/Quintal
Katpadi(Uzhavar Santhai),Tamil Nadu,Ashgourd,2012,February,0.56,Tonnes,NR,Other,700,700,700,Rs/Quintal
Koduru,Andhra Pradesh,Banana - Green,2012,February,NR,Tonnes,NR,Banana - Green,500,600,550,Rs/Quintal
Rajampet,Andhra Pradesh,Banana - Green,2012,February,NR,Tonnes,NR,Banana - Green,500,600,550,Rs/Quintal
Tadipatri,Andhra Pradesh,Banana - Green,2012,February,30,Tonnes,NR,Banana - Green,500,600,550,Rs/Quintal
Ahmedabad,Gujarat,Banana - Green,2012,February,1.2,Tonnes,NR,Other,700,800,750,Rs/Quintal
Cheeka,Haryana,Banana - Green,2012,February,1,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Mohindergarh,Haryana,Banana - Green,2012,February,5,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Channarayapatna,Karnataka,Banana - Green,2012,February,2,Tonnes,NR,Banana - Green,1300,2000,1409,Rs/Quintal
Gubbi,Karnataka,Banana - Green,2012,February,NR,Tonnes,NR,Banana - Green,2500,2500,2500,Rs/Quintal
Koppa,Karnataka,Banana - Green,2012,February,12,Tonnes,NR,Banana - Green,1200,1400,1327,Rs/Quintal
Kallachi,Kerala,Banana - Green,2012,February,0.65,Tonnes,NR,Other,2600,2700,2650,Rs/Quintal
Azadpur,NCT of Delhi,Banana - Green,2012,February,6.7,Tonnes,NR,Banana - Green,900,1200,1100,Rs/Quintal
Attabira,Orissa,Banana - Green,2012,February,1,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Dhenkanal,Orissa,Banana - Green,2012,February,0.19,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Kuchinda,Orissa,Banana - Green,2012,February,0.05,Tonnes,NR,Banana - Green,1800,2200,2000,Rs/Quintal
Sargipali,Orissa,Banana - Green,2012,February,4,Tonnes,NR,Other,2400,2600,2500,Rs/Quintal
Katpadi(Uzhavar Santhai),Tamil Nadu,Banana - Green,2012,February,2,Tonnes,NR,Other,700,700,700,Rs/Quintal
Muzzafarnagar,Uttar Pradesh,Banana - Green,2012,February,34,Tonnes,NR,Banana - Green,675,930,785,Rs/Quintal
Ahmedabad,Gujarat,Beetroot,2012,February,2,Tonnes,NR,Other,500,1100,800,Rs/Quintal
Vadodara(Sayajipura),Gujarat,Beetroot,2012,February,0.4,Tonnes,NR,Other,900,1200,1100,Rs/Quintal
Chickkaballapura,Karnataka,Beetroot,2012,February,5,Tonnes,NR,Beetroot,200,300,250,Rs/Quintal
Kolar,Karnataka,Beetroot,2012,February,2,Tonnes,NR,Beetroot,500,650,600,Rs/Quintal
Kallachi,Kerala,Beetroot,2012,February,0.5,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Palakkad,Kerala,Beetroot,2012,February,4,Tonnes,NR,Beetroot,1200,1600,1400,Rs/Quintal
Pattambi,Kerala,Beetroot,2012,February,1,Tonnes,NR,Beetroot,1400,1800,1600,Rs/Quintal
Kolhapur,Maharashtra,Beetroot,2012,February,0.5,Tonnes,NR,Other,1000,2250,2100,Rs/Quintal
Pune,Maharashtra,Beetroot,2012,February,2.8,Tonnes,NR,Other,400,1200,800,Rs/Quintal
Azadpur,NCT of Delhi,Beetroot,2012,February,8.7,Tonnes,NR,Beetroot,1000,1500,1240,Rs/Quintal
Ludhiana,Punjab,Beetroot,2012,February,1,Tonnes,NR,Other,600,800,700,Rs/Quintal
Ajmer(F&V),Rajasthan,Beetroot,2012,February,0.7,Tonnes,NR,Other,250,600,500,Rs/Quintal
Katpadi(Uzhavar Santhai),Tamil Nadu,Beetroot,2012,February,0.15,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Bowenpally,Telangana,Beetroot,2012,February,13.2,Tonnes,NR,Beetroot,500,1000,800,Rs/Quintal
Baruipur(Canning),West Bengal,Beetroot,2012,February,2,Tonnes,NR,Beetroot,1200,1300,1300,Rs/Quintal
Diamond Harbour,West Bengal,Beetroot,2012,February,4.6,Tonnes,NR,Beetroot,900,1100,1000,Rs/Quintal
Kovvur,Andhra Pradesh,Bhindi(Ladies Finger),2012,February,0.4,Tonnes,NR,Bhindi,3200,3400,3300,Rs/Quintal
Vijayawada,Andhra Pradesh,Bhindi(Ladies Finger),2012,February,16,Tonnes,NR,Bhindi,700,900,800,Rs/Quintal
Ahmedabad,Gujarat,Bhindi(Ladies Finger),2012,February,39,Tonnes,NR,Other,2000,3500,3000,Rs/Quintal
Bilimora,Gujarat,Bhindi(Ladies Finger),2012,February,1.2,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
S.Mandvi,Gujarat,Bhindi(Ladies Finger),2012,February,0.04,Tonnes,NR,Other,700,1000,850,Rs/Quintal
Talalagir,Gujarat,Bhindi(Ladies Finger),2012,February,0.29,Tonnes,NR,Other,3000,3010,3005,Rs/Quintal
Vadodara(Sayajipura),Gujarat,Bhindi(Ladies Finger),2012,February,0.8,Tonnes,NR,Other,2250,3000,2675,Rs/Quintal
Valod(Buhari),Gujarat,Bhindi(Ladies Finger),2012,February,12,Tonnes,NR,Other,2485,2545,2530,Rs/Quintal
Vansda,Gujarat,Bhindi(Ladies Finger),2012,February,16.8,Tonnes,NR,Other,2100,3900,2600,Rs/Quintal
Fatehabad,Haryana,Bhindi(Ladies Finger),2012,February,0.2,Tonnes,NR,Other,3500,3500,3500,Rs/Quintal
Hissar,Haryana,Bhindi(Ladies Finger),2012,February,0.6,Tonnes,NR,Other,2000,3000,2400,Rs/Quintal
Mohindergarh,Haryana,Bhindi(Ladies Finger),2012,February,0.1,Tonnes,NR,Other,1600,2500,2500,Rs/Quintal
Panipat,Haryana,Bhindi(Ladies Finger),2012,February,0.2,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Pataudi,Haryana,Bhindi(Ladies Finger),2012,February,0.02,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Sonepat,Haryana,Bhindi(Ladies Finger),2012,February,0.2,Tonnes,NR,Other,3200,3400,NR,Rs/Quintal
Bhuntar,Himachal Pradesh,Bhindi(Ladies Finger),2012,February,0.1,Tonnes,NR,Other,4000,4500,4200,Rs/Quintal
Dhanotu (Mandi),Himachal Pradesh,Bhindi(Ladies Finger),2012,February,0.2,Tonnes,NR,Other,2800,3000,3000,Rs/Quintal
Mandi(Mandi),Himachal Pradesh,Bhindi(Ladies Finger),2012,February,0.1,Tonnes,NR,Bhindi,4000,4500,4200,Rs/Quintal
Kolar,Karnataka,Bhindi(Ladies Finger),2012,February,1,Tonnes,NR,Bhindi,2000,2500,2400,Rs/Quintal
Ezhamkulam,Kerala,Bhindi(Ladies Finger),2012,February,1,Tonnes,NR,Other,900,1300,1100,Rs/Quintal
Kallachi,Kerala,Bhindi(Ladies Finger),2012,February,0.45,Tonnes,NR,Other,2000,2600,2300,Rs/Quintal
Kasargod,Kerala,Bhindi(Ladies Finger),2012,February,3,Tonnes,NR,Other,3500,3500,3500,Rs/Quintal
Palakkad,Kerala,Bhindi(Ladies Finger),2012,February,2,Tonnes,NR,Bhindi,2000,2400,2200,Rs/Quintal
Parakkodu,Kerala,Bhindi(Ladies Finger),2012,February,1.5,Tonnes,NR,Other,800,1300,1100,Rs/Quintal
Pattambi,Kerala,Bhindi(Ladies Finger),2012,February,1,Tonnes,NR,Bhindi,2400,3000,2700,Rs/Quintal
Aurangabad,Maharashtra,Bhindi(Ladies Finger),2012,February,1.2,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Karad,Maharashtra,Bhindi(Ladies Finger),2012,February,0.7,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Kolhapur,Maharashtra,Bhindi(Ladies Finger),2012,February,1.4,Tonnes,NR,Other,1700,4000,3000,Rs/Quintal
Nagpur(Mahatma Phule Market),Maharashtra,Bhindi(Ladies Finger),2012,February,1,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Parbhani,Maharashtra,Bhindi(Ladies Finger),2012,February,0.2,Tonnes,NR,Other,1200,1800,1500,Rs/Quintal
Pune,Maharashtra,Bhindi(Ladies Finger),2012,February,16,Tonnes,NR,Other,2000,4000,3000,Rs/Quintal
Pune(Hadapsar),Maharashtra,Bhindi(Ladies Finger),2012,February,0.3,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
Keshopur,NCT of Delhi,Bhindi(Ladies Finger),2012,February,0.1,Tonnes,NR,Bhindi,4200,5000,4600,Rs/Quintal
Attabira,Orissa,Bhindi(Ladies Finger),2012,February,0.1,Tonnes,NR,Other,2500,3000,2500,Rs/Quintal
Betnoti,Orissa,Bhindi(Ladies Finger),2012,February,0.48,Tonnes,NR,Other,2600,3000,2700,Rs/Quintal
Boudh,Orissa,Bhindi(Ladies Finger),2012,February,0.2,Tonnes,NR,Other,1800,2000,2000,Rs/Quintal
Dhenkanal,Orissa,Bhindi(Ladies Finger),2012,February,NR,Tonnes,NR,Other,2000,2200,2000,Rs/Quintal
Jajpur,Orissa,Bhindi(Ladies Finger),2012,February,0.24,Tonnes,NR,Bhindi,1400,1800,1600,Rs/Quintal
Kasinagar,Orissa,Bhindi(Ladies Finger),2012,February,4,Tonnes,NR,Other,2000,2200,2000,Rs/Quintal
Firozepur City,Punjab,Bhindi(Ladies Finger),2012,February,1,Tonnes,NR,Other,4000,4500,4200,Rs/Quintal
Jalandhar City,Punjab,Bhindi(Ladies Finger),2012,February,2.7,Tonnes,NR,Other,2400,3300,2950,Rs/Quintal
Khanna,Punjab,Bhindi(Ladies Finger),2012,February,0.1,Tonnes,NR,Other,1600,2200,1900,Rs/Quintal
Kotkapura,Punjab,Bhindi(Ladies Finger),2012,February,0.1,Tonnes,NR,Bhindi,4000,4500,4200,Rs/Quintal
Lehra Gaga,Punjab,Bhindi(Ladies Finger),2012,February,0.03,Tonnes,NR,Other,NR,5000,NR,Rs/Quintal
Muktsar,Punjab,Bhindi(Ladies Finger),2012,February,1,Tonnes,NR,Other,1900,2200,2100,Rs/Quintal
Nawan Shahar(Subzi Mandi),Punjab,Bhindi(Ladies Finger),2012,February,0.1,Tonnes,NR,Other,3500,4000,3750,Rs/Quintal
Patiala,Punjab,Bhindi(Ladies Finger),2012,February,0.5,Tonnes,NR,Other,3000,3000,3000,Rs/Quintal
Ajmer(F&V),Rajasthan,Bhindi(Ladies Finger),2012,February,0.5,Tonnes,NR,Other,1200,2200,1900,Rs/Quintal
Jodhpur(F&V)(Paota),Rajasthan,Bhindi(Ladies Finger),2012,February,1.5,Tonnes,NR,Other,3000,5000,3500,Rs/Quintal
Udaipur(F&V),Rajasthan,Bhindi(Ladies Finger),2012,February,2.7,Tonnes,NR,Other,1500,3000,2250,Rs/Quintal
Katpadi(Uzhavar Santhai),Tamil Nadu,Bhindi(Ladies Finger),2012,February,0.26,Tonnes,NR,Other,2200,2200,2200,Rs/Quintal
Bowenpally,Telangana,Bhindi(Ladies Finger),2012,February,6.9,Tonnes,NR,Bhindi,1500,3200,2000,Rs/Quintal
Ibrahimputnam,Telangana,Bhindi(Ladies Finger),2012,February,0.17,Tonnes,NR,Bhindi,2500,3000,2750,Rs/Quintal
Khammam,Telangana,Bhindi(Ladies Finger),2012,February,1,Tonnes,NR,Bhindi,1800,2000,1800,Rs/Quintal
Midnapore Sadar,West Bengal,Bhindi(Ladies Finger),2012,February,1.5,Tonnes,NR,Other,2800,3000,3000,Rs/Quintal
Ramkrishanpur(Howrah),West Bengal,Bhindi(Ladies Finger),2012,February,2.5,Tonnes,NR,Other,2800,3200,3000,Rs/Quintal
Kovvur,Andhra Pradesh,Bitter gourd,2012,February,0.6,Tonnes,NR,Bitter Gourd,2000,2200,2100,Rs/Quintal
Ahmedabad,Gujarat,Bitter gourd,2012,February,3,Tonnes,NR,Other,2000,2500,2300,Rs/Quintal
Bilimora,Gujarat,Bitter gourd,2012,February,1.2,Tonnes,NR,Other,1500,1800,1650,Rs/Quintal
Panipat,Haryana,Bitter gourd,2012,February,0.1,Tonnes,NR,Other,1000,1500,1250,Rs/Quintal
Sonepat,Haryana,Bitter gourd,2012,February,0.1,Tonnes,NR,Other,1800,2000,NR,Rs/Quintal
Chickkaballapura,Karnataka,Bitter gourd,2012,February,NR,Tonnes,NR,Bitter Gourd,700,800,750,Rs/Quintal
Ezhamkulam,Kerala,Bitter gourd,2012,February,2,Tonnes,NR,Other,2200,2600,2500,Rs/Quintal
Kallachi,Kerala,Bitter gourd,2012,February,0.5,Tonnes,NR,Other,2000,2100,2050,Rs/Quintal
Palakkad,Kerala,Bitter gourd,2012,February,4,Tonnes,NR,Bitter Gourd,2000,2400,2200,Rs/Quintal
Parakkodu,Kerala,Bitter gourd,2012,February,3,Tonnes,NR,Other,2100,2500,2400,Rs/Quintal
Pattambi,Kerala,Bitter gourd,2012,February,1,Tonnes,NR,Bitter Gourd,2400,2600,2500,Rs/Quintal
Aurangabad,Maharashtra,Bitter gourd,2012,February,0.7,Tonnes,NR,Other,400,1000,700,Rs/Quintal
Karad,Maharashtra,Bitter gourd,2012,February,0.5,Tonnes,NR,Other,1500,1800,1650,Rs/Quintal
Pune,Maharashtra,Bitter gourd,2012,February,3.9,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Pune(Hadapsar),Maharashtra,Bitter gourd,2012,February,0.2,Tonnes,NR,Other,2500,3400,2950,Rs/Quintal
Azadpur,NCT of Delhi,Bitter gourd,2012,February,13.3,Tonnes,NR,Bitter Gourd,2600,3500,3300,Rs/Quintal
Angul,Orissa,Bitter gourd,2012,February,1.8,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Angul(Jarapada),Orissa,Bitter gourd,2012,February,1.4,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Attabira,Orissa,Bitter gourd,2012,February,0.25,Tonnes,NR,Other,1500,2000,1500,Rs/Quintal
Betnoti,Orissa,Bitter gourd,2012,February,0.79,Tonnes,NR,Other,3500,4000,3700,Rs/Quintal
Bhadrak,Orissa,Bitter gourd,2012,February,7.5,Tonnes,NR,Other,1800,2400,2100,Rs/Quintal
Boudh,Orissa,Bitter gourd,2012,February,0.15,Tonnes,NR,Other,1800,2000,2000,Rs/Quintal
Jajpur,Orissa,Bitter gourd,2012,February,0.5,Tonnes,NR,Bitter Gourd,1000,1400,1400,Rs/Quintal
Keonjhar,Orissa,Bitter gourd,2012,February,0.1,Tonnes,NR,Other,3000,3000,3000,Rs/Quintal
Khunthabandha,Orissa,Bitter gourd,2012,February,NR,Tonnes,NR,Other,700,800,800,Rs/Quintal
Chamkaur Sahib,Punjab,Bitter gourd,2012,February,2,Tonnes,NR,Other,900,1000,975,Rs/Quintal
Ludhiana,Punjab,Bitter gourd,2012,February,1,Tonnes,NR,Other,2500,3300,2900,Rs/Quintal
Nawan Shahar(Subzi Mandi),Punjab,Bitter gourd,2012,February,0.1,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Quadian,Punjab,Bitter gourd,2012,February,0.2,Tonnes,NR,Other,500,700,600,Rs/Quintal
Jodhpur(F&V)(Paota),Rajasthan,Bitter gourd,2012,February,0.4,Tonnes,NR,Other,2800,3000,2900,Rs/Quintal
Katpadi(Uzhavar Santhai),Tamil Nadu,Bitter gourd,2012,February,0.15,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Bowenpally,Telangana,Bitter gourd,2012,February,3.7,Tonnes,NR,Bitter Gourd,1000,1500,1200,Rs/Quintal
Baruipur(Canning),West Bengal,Bitter gourd,2012,February,2,Tonnes,NR,Bitter Gourd,5100,5200,5200,Rs/Quintal
Chakdah(Kalyani),West Bengal,Bitter gourd,2012,February,0.1,Tonnes,NR,Bitter Gourd,4000,4500,4250,Rs/Quintal
Coochbehar,West Bengal,Bitter gourd,2012,February,0.3,Tonnes,NR,Bitter Gourd,6600,7025,7000,Rs/Quintal
Dhupguri,West Bengal,Bitter gourd,2012,February,1,Tonnes,NR,Other,5000,5500,5300,Rs/Quintal
Diamond Harbour,West Bengal,Bitter gourd,2012,February,3,Tonnes,NR,Bitter Gourd,3800,4200,4000,Rs/Quintal
Midnapore Sadar,West Bengal,Bitter gourd,2012,February,1.5,Tonnes,NR,Other,3000,3500,3500,Rs/Quintal
Sealdah Koley Market,West Bengal,Bitter gourd,2012,February,5,Tonnes,NR,Other,2600,3000,2800,Rs/Quintal
Kovvur,Andhra Pradesh,Bottle gourd,2012,February,1,Tonnes,NR,Bottle Gourd,800,1000,900,Rs/Quintal
Kharupetia,Assam,Bottle gourd,2012,February,7,Tonnes,NR,Other,300,600,500,Rs/Quintal
Ahmedabad,Gujarat,Bottle gourd,2012,February,16.6,Tonnes,NR,Other,700,1200,1000,Rs/Quintal
Bilimora,Gujarat,Bottle gourd,2012,February,0.8,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Talalagir,Gujarat,Bottle gourd,2012,February,0.61,Tonnes,NR,Other,700,710,705,Rs/Quintal
Vadodara(Sayajipura),Gujarat,Bottle gourd,2012,February,3.1,Tonnes,NR,Other,500,700,625,Rs/Quintal
Ateli,Haryana,Bottle gourd,2012,February,0.02,Tonnes,NR,Other,250,450,250,Rs/Quintal
Jhajjar,Haryana,Bottle gourd,2012,February,0.2,Tonnes,NR,Other,NR,2500,2500,Rs/Quintal
Karnal,Haryana,Bottle gourd,2012,February,0.3,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Pataudi,Haryana,Bottle gourd,2012,February,0.02,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Sonepat,Haryana,Bottle gourd,2012,February,0.5,Tonnes,NR,Other,1200,1500,NR,Rs/Quintal
Kullu,Himachal Pradesh,Bottle gourd,2012,February,0.2,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Mandi(Mandi),Himachal Pradesh,Bottle gourd,2012,February,0.1,Tonnes,NR,Bottle Gourd,1500,1800,1600,Rs/Quintal
Chickkaballapura,Karnataka,Bottle gourd,2012,February,NR,Tonnes,NR,Bottle Gourd,200,300,250,Rs/Quintal
Siddapur,Karnataka,Bottle gourd,2012,February,0.1,Tonnes,NR,Other,1000,1300,1150,Rs/Quintal
Kallachi,Kerala,Bottle gourd,2012,February,0.6,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Palakkad,Kerala,Bottle gourd,2012,February,1,Tonnes,NR,Bottle Gourd,800,1000,900,Rs/Quintal
Pattambi,Kerala,Bottle gourd,2012,February,1,Tonnes,NR,Bottle Gourd,1400,1800,1600,Rs/Quintal
Harda,Madhya Pradesh,Bottle gourd,2012,February,2,Tonnes,NR,Other,800,1000,800,Rs/Quintal
Aurangabad,Maharashtra,Bottle gourd,2012,February,1,Tonnes,NR,Other,300,500,400,Rs/Quintal
Karad,Maharashtra,Bottle gourd,2012,February,1,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Kolhapur,Maharashtra,Bottle gourd,2012,February,2,Tonnes,NR,Other,800,1400,1000,Rs/Quintal
Nagpur(Mahatma Phule Market),Maharashtra,Bottle gourd,2012,February,5,Tonnes,NR,Other,600,800,700,Rs/Quintal
Pune,Maharashtra,Bottle gourd,2012,February,14.9,Tonnes,NR,Other,400,1200,800,Rs/Quintal
Pune(Hadapsar),Maharashtra,Bottle gourd,2012,February,2.3,Tonnes,NR,Other,800,1100,950,Rs/Quintal
Azadpur,NCT of Delhi,Bottle gourd,2012,February,61.5,Tonnes,NR,Bottle Gourd,600,2000,1223,Rs/Quintal
Keshopur,NCT of Delhi,Bottle gourd,2012,February,0.24,Tonnes,NR,Bottle Gourd,1500,2500,2000,Rs/Quintal
Shahdara,NCT of Delhi,Bottle gourd,2012,February,2.6,Tonnes,NR,Bottle Gourd,1900,2100,2000,Rs/Quintal
Ludhiana,Punjab,Bottle gourd,2012,February,1,Tonnes,NR,Other,700,1200,950,Rs/Quintal
Phagwara,Punjab,Bottle gourd,2012,February,0.2,Tonnes,NR,Other,1025,1025,1025,Rs/Quintal
Alwar(FV),Rajasthan,Bottle gourd,2012,February,0.4,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Chittorgarh,Rajasthan,Bottle gourd,2012,February,0.5,Tonnes,NR,Other,600,900,800,Rs/Quintal
Jalore,Rajasthan,Bottle gourd,2012,February,1,Tonnes,NR,Other,600,700,650,Rs/Quintal
Jodhpur(F&V)(Paota),Rajasthan,Bottle gourd,2012,February,2.5,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Udaipur(F&V),Rajasthan,Bottle gourd,2012,February,2.9,Tonnes,NR,Other,400,1500,950,Rs/Quintal
Katpadi(Uzhavar Santhai),Tamil Nadu,Bottle gourd,2012,February,0.28,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Bowenpally,Telangana,Bottle gourd,2012,February,6,Tonnes,NR,Bottle Gourd,400,600,500,Rs/Quintal
Jhansi,Uttar Pradesh,Bottle gourd,2012,February,4,Tonnes,NR,Other,NR,NR,1100,Rs/Quintal
Baruipur(Canning),West Bengal,Bottle gourd,2012,February,2.5,Tonnes,NR,Bottle Gourd,900,1000,1000,Rs/Quintal
Coochbehar,West Bengal,Bottle gourd,2012,February,0.4,Tonnes,NR,Bottle Gourd,750,850,800,Rs/Quintal
Kovvur,Andhra Pradesh,Brinjal,2012,February,0.5,Tonnes,NR,Brinjal,1300,1500,1400,Rs/Quintal
Vijayawada,Andhra Pradesh,Brinjal,2012,February,16,Tonnes,NR,Brinjal,700,900,800,Rs/Quintal
Cachar,Assam,Brinjal,2012,February,2.5,Tonnes,NR,Brinjal,800,1000,900,Rs/Quintal
Kharupetia,Assam,Brinjal,2012,February,5,Tonnes,NR,Round,700,1000,900,Rs/Quintal
P.O. Uparhali Guwahati,Assam,Brinjal,2012,February,5.4,Tonnes,NR,Other,1100,1400,1200,Rs/Quintal
Ahmedabad,Gujarat,Brinjal,2012,February,3.6,Tonnes,NR,Other,900,1300,1100,Rs/Quintal
Bharuch,Gujarat,Brinjal,2012,February,1.6,Tonnes,NR,Other,500,750,625,Rs/Quintal
Bilimora,Gujarat,Brinjal,2012,February,7.8,Tonnes,NR,Other,150,300,225,Rs/Quintal
"Mehmadabad(Veg ,market)",Gujarat,Brinjal,2012,February,NR,Tonnes,NR,Other,650,800,700,Rs/Quintal
S.Mandvi,Gujarat,Brinjal,2012,February,0.27,Tonnes,NR,Other,330,550,440,Rs/Quintal
Talalagir,Gujarat,Brinjal,2012,February,2.84,Tonnes,NR,Other,1650,1660,1655,Rs/Quintal
Vadodara(Sayajipura),Gujarat,Brinjal,2012,February,12.9,Tonnes,NR,Other,900,1000,975,Rs/Quintal
Ambala City,Haryana,Brinjal,2012,February,0.1,Tonnes,NR,Other,800,2000,1500,Rs/Quintal
Asandh,Haryana,Brinjal,2012,February,0.1,Tonnes,NR,Other,400,650,600,Rs/Quintal
Ateli,Haryana,Brinjal,2012,February,0.02,Tonnes,NR,Other,150,150,150,Rs/Quintal
Faridabad,Haryana,Brinjal,2012,February,1,Tonnes,NR,Other,1300,1500,NR,Rs/Quintal
Hodal,Haryana,Brinjal,2012,February,0.1,Tonnes,NR,Brinjal,600,800,700,Rs/Quintal
Jhajjar,Haryana,Brinjal,2012,February,0.5,Tonnes,NR,Other,1200,2000,2000,Rs/Quintal
Karnal,Haryana,Brinjal,2012,February,1,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Khanina,Haryana,Brinjal,2012,February,0.1,Tonnes,NR,Other,NR,600,NR,Rs/Quintal
Ladwa,Haryana,Brinjal,2012,February,0.1,Tonnes,NR,Other,600,800,600,Rs/Quintal
Mohindergarh,Haryana,Brinjal,2012,February,0.6,Tonnes,NR,Other,600,1000,1000,Rs/Quintal
Nissing,Haryana,Brinjal,2012,February,0.06,Tonnes,NR,Other,500,500,500,Rs/Quintal
Ratia,Haryana,Brinjal,2012,February,0.1,Tonnes,NR,Other,1500,2000,2000,Rs/Quintal
Samalkha,Haryana,Brinjal,2012,February,0.12,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Sonepat,Haryana,Brinjal,2012,February,0.4,Tonnes,NR,Other,1200,1600,NR,Rs/Quintal
Samba,Jammu and Kashmir,Brinjal,2012,February,1,Tonnes,NR,Other,800,900,850,Rs/Quintal
Gadhwah,Jharkhand,Brinjal,2012,February,0.4,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Saraikela,Jharkhand,Brinjal,2012,February,NR,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Channapatana,Karnataka,Brinjal,2012,February,NR,Tonnes,NR,Brinjal,600,900,750,Rs/Quintal
Chickkaballapura,Karnataka,Brinjal,2012,February,2,Tonnes,NR,Brinjal,500,600,550,Rs/Quintal
Kolar,Karnataka,Brinjal,2012,February,1,Tonnes,NR,Other,1000,1800,1600,Rs/Quintal
Siddapur,Karnataka,Brinjal,2012,February,0.9,Tonnes,NR,Other,600,1200,900,Rs/Quintal
Ezhamkulam,Kerala,Brinjal,2012,February,1.2,Tonnes,NR,Other,1100,1500,1300,Rs/Quintal
Kallachi,Kerala,Brinjal,2012,February,0.5,Tonnes,NR,Other,1000,1300,1150,Rs/Quintal
Palakkad,Kerala,Brinjal,2012,February,4,Tonnes,NR,Brinjal,1400,1800,1600,Rs/Quintal
Parakkodu,Kerala,Brinjal,2012,February,1.5,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Pattambi,Kerala,Brinjal,2012,February,1,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
